patent_id,country_code,title,assignee,author,priority_date,creation_date,publ_date,grant_date,result_link,fig_link
CN-110119709-B,CN,Driver behavior identification method based on space-time characteristics ,东南大学,"路小波, 陆明琦, 胡耀聪",2019-05-11,2019-11-05,2021-11-05,2021-11-05,https://patents.google.com/patent/CN110119709B/en,https://patentimages.storage.googleapis.com/df/83/6a/d36b13e5b7d88d/HDA0002056561670000011.png
CN-108399639-B,CN,Rapid automatic grabbing and placing method based on deep learning ,杭州蓝芯科技有限公司,"时岭, 郑卫军, 高勇",2018-02-12,2018-12-02,2021-01-26,2021-01-26,https://patents.google.com/patent/CN108399639B/en,https://patentimages.storage.googleapis.com/43/68/63/26f60edbd6b7a2/HDA0001578338070000011.png
US-10720166-B2,US,Voice biometrics systems and methods ,Synaptics Incorporated,Frederic Caldwell,2018-04-09,2018-09-04,2020-07-21,2020-07-21,https://patents.google.com/patent/US10720166B2/en,https://patentimages.storage.googleapis.com/f1/cc/4f/7c17101592e3fb/US10720166-20200721-D00000.png
US-11725944-B2,US,"Method, apparatus, computing device and computer-readable storage medium for positioning ","Apollo Intelligent Driving Technology (Beijing) Co, Ltd.","Shenhua HOU, Wendong DING, Hang Gao, Guowei WAN, Shiyu Song",2020-03-02,2020-02-03,2023-08-15,2023-08-15,https://patents.google.com/patent/US11725944B2/en,https://patentimages.storage.googleapis.com/f6/e8/89/63e089faa88eeb/US11725944-20230815-D00000.png
JP-7484015-B2,JP,"Obstacle detection method and device, self-propelled robot, and storage medium ",北京石頭創新科技有限公司,濠鍵 謝,2020-08-26,2021-08-04,2024-05-15,2024-05-15,https://patents.google.com/patent/JP7484015B2/en,https://patentimages.storage.googleapis.com/92/91/97/bc3a4ef9ab3098/0007484015000010.png
US-11282210-B2,US,"Method and apparatus for segmenting point cloud data, storage medium, and electronic device ",Tencent Technology (Shenzhen) Company Limited,Chao Zeng,2018-08-27,2020-11-09,2022-03-22,2022-03-22,https://patents.google.com/patent/US11282210B2/en,https://patentimages.storage.googleapis.com/88/f1/42/d858f349b00c32/US11282210-20220322-D00000.png
US-11481313-B2,US,Testing framework for automation objects ,"Rockwell Automation Technologies, Inc.","Andrew R Stump, Anthony Carrara, Eashwer Srinivasan, Christopher W Como, Sharon M Billi-Duran",2019-09-26,2021-07-06,2022-10-25,2022-10-25,https://patents.google.com/patent/US11481313B2/en,https://patentimages.storage.googleapis.com/7b/d7/cc/21dd1aabc8ca05/US11481313-20221025-D00000.png
US-11663553-B2,US,Cloud-based collaborative industrial automation design environment ,"Rockwell Automation Technologies, Inc.","Andrew R Stump, Anthony Carrara, Eashwer Srinivasan, Christopher W Como, Sharon M Billi-Duran, Matthew R Ericsson, Ryan P Dunn",2020-04-02,2022-11-03,2023-05-30,2023-05-30,https://patents.google.com/patent/US11663553B2/en,https://patentimages.storage.googleapis.com/9b/e4/be/dc701f66fd6864/US11663553-20230530-D00000.png
CN-109275084-B,CN,"Method, device, system, equipment and storage medium for testing microphone array ",北京小米智能科技有限公司,"刘孟美, 许凡, 蒋佳为, 张伟",2018-09-12,2018-12-09,2021-01-01,2021-01-01,https://patents.google.com/patent/CN109275084B/en,https://patentimages.storage.googleapis.com/bd/c5/17/f6bd6d4eb94136/HDA0001797797400000011.png
US-11354856-B2,US,Unmanned aerial vehicle navigation map construction system and method based on three-dimensional image reconstruction technology ,Star Institute Of Intelligent Systems,"Yongduan Song, Xiao Cao",2020-05-14,2021-09-03,2022-06-07,2022-06-07,https://patents.google.com/patent/US11354856B2/en,https://patentimages.storage.googleapis.com/6f/2c/0d/175ffb00a91065/US11354856-20220607-D00000.png
CN-107153363-B,CN,"Simulation test method, device, equipment and readable medium for unmanned vehicle ",百度在线网络技术（北京）有限公司,韩峥,2017-05-08,2017-08-05,2020-11-03,2020-11-03,https://patents.google.com/patent/CN107153363B/en,https://patentimages.storage.googleapis.com/9b/5c/8f/c8807f30e49d85/HDA0001288853220000011.png
US-11816309-B2,US,User interface logical and execution view navigation and shifting ,"Rockwell Automation Technologies, Inc.","Matthew R. Ericsson, Andrew R. Stump, Anthony Carrara, Eashwer Srinivasan, Christopher W. Como, Sharon M. Billi-Duran",2019-09-27,2022-08-03,2023-11-14,2023-11-14,https://patents.google.com/patent/US11816309B2/en,https://patentimages.storage.googleapis.com/a1/55/ad/59c15a7ce28729/US11816309-20231114-D00000.png
US-11521495-B2,US,"Method, apparatus, device and readable storage medium for planning pass path ","Beijing Baidu Netcom Science Technology Co., Ltd.","Fan Yang, Fan Zhu, Weicheng Zhu, Leibing Lv, Lin Ma",2018-12-05,2019-05-12,2022-12-06,2022-12-06,https://patents.google.com/patent/US11521495B2/en,https://patentimages.storage.googleapis.com/18/ab/2f/1663c6b2072407/US11521495-20221206-D00000.png
US-9953088-B2,US,Crowd sourcing information to fulfill user requests ,Apple Inc.,"Thomas R. Gruber, Adam John Cheyer, Donald W. Pitschel",2012-05-14,2016-07-03,2018-04-24,2018-04-24,https://patents.google.com/patent/US9953088B2/en,https://patentimages.storage.googleapis.com/fa/c4/36/8c3d8a34ef3809/US09953088-20180424-D00000.png
US-11834945-B1,US,System and console for monitoring and managing pressure testing operations at a well site ,Kongsberg Digital AS,"Per Arild Andresen, Mark Adrian Honey, Rune Arnt Skarbo, Stephen Tean Edwards, Nigel Charles Last, Colin James Mason, Trond Waage",2014-05-02,2022-08-02,2023-12-05,2023-12-05,https://patents.google.com/patent/US11834945B1/en,https://patentimages.storage.googleapis.com/5c/14/1a/cbec3f9cfe87d0/US11834945-20231205-D00000.png
US-11017239-B2,US,Emotive recognition and feedback system ,"Positive Iq, Llc","Eugene Patrick Pranger, Jed W. Taylor, Timothy Eugene Pranger, Catharine Sparks",2018-02-12,2019-12-02,2021-05-25,2021-05-25,https://patents.google.com/patent/US11017239B2/en,https://patentimages.storage.googleapis.com/c2/89/56/f7372d4ee38a9e/US11017239-20210525-D00000.png
CN-108955702-B,CN,Lane-level map creation system based on three-dimensional laser and GPS inertial navigation system ,西安交通大学,"薛建儒, 钟阳, 王迪, 崔迪潇, 杜少毅",2018-05-07,2018-07-05,2021-09-07,2021-09-07,https://patents.google.com/patent/CN108955702B/en,https://patentimages.storage.googleapis.com/10/b4/05/194b039a5361a7/HDA0001652750990000011.png
CN-108528268-B,CN,Torque adjusting method of electric automobile self-adaptive cruise system ,重庆邮电大学,"朴昌浩, 黄魏, 禄盛, 沈海寅",2017-03-06,2017-06-03,2022-07-12,2022-07-12,https://patents.google.com/patent/CN108528268B/en,https://patentimages.storage.googleapis.com/4e/a7/2e/148083e3e4c4be/HSA0000141999780000011.png
CN-110463120-B,CN,Wireless link monitoring without an always-on reference signal ,高通股份有限公司,"H·李, 骆涛, 陈万士, K·K·穆卡维利, J·B·索里阿加, P·加尔",2017-03-13,2018-10-03,2022-07-22,2022-07-22,https://patents.google.com/patent/CN110463120B/en,https://patentimages.storage.googleapis.com/25/6e/3d/741e7e6004dc5b/HDA0002198792320000011.png
US-11926815-B2,US,Method and apparatus for processing tissue samples ,"S2 Genomics, Inc.","Stevan Bogdan Jovanovich, Kaiwan Chear, Bruce Leisz, David Eberhart, John Bashkin",2018-06-01,2023-09-03,2024-03-12,2024-03-12,https://patents.google.com/patent/US11926815B2/en,https://patentimages.storage.googleapis.com/d7/1d/61/5fbf7181a24a60/US11926815-20240312-D00000.png
US-11887038-B2,US,"Cargo sensors, cargo-sensing units, cargo-sensing systems, and methods of using the same ","I.D. Systems, Inc.","Michael Ehrman, Chris Wolfe",2018-09-28,2021-03-08,2024-01-30,2024-01-30,https://patents.google.com/patent/US11887038B2/en,https://patentimages.storage.googleapis.com/e1/35/a1/66585a4c134485/US11887038-20240130-D00000.png
CN-111177029-B,CN,System and method for managing software-defined persistent memory ,创义达科技股份有限公司,杨渊智,2018-11-12,2019-06-11,2022-06-21,2022-06-21,https://patents.google.com/patent/CN111177029B/en,https://patentimages.storage.googleapis.com/81/5b/f7/8169fee319bd77/HDA0002262509670000011.png
US-12028451-B2,US,Key generation method using a key generation network constructed according to a generator network and a discriminator network ,University Of Electronic Science And Technology Of China,"Yi Ding, Zhen Qin, Fuyuan Tan, Fuhu DENG, Zhiguang Qin",2020-06-03,2021-02-06,2024-07-02,2024-07-02,https://patents.google.com/patent/US12028451B2/en,https://patentimages.storage.googleapis.com/ff/da/42/be373ddd6cff7b/US12028451-20240702-D00000.png
CN-107331048-B,CN,Unattended retail store system and retail method ,李大宁,李大宁,2017-07-05,2017-05-07,2020-12-15,2020-12-15,https://patents.google.com/patent/CN107331048B/en,https://patentimages.storage.googleapis.com/0a/f3/a4/b88a7b8441e92c/HDA0001342163790000011.png
CN-108647639-B,CN,Real-time human body skeleton joint point detection method ,电子科技大学,"张锋, 叶茂, 罗欢, 胡洪",2018-05-10,2018-10-05,2020-07-28,2020-07-28,https://patents.google.com/patent/CN108647639B/en,https://patentimages.storage.googleapis.com/02/b9/fc/fc44ab85990ba7/HDA0001656100040000011.png
US-10610302-B2,US,Liver disease assessment in medical imaging ,Siemens Healthcare Gmbh,"Dorin Comaniciu, Thomas Pheiffer, David Liu, Ankur Kapoor, Tommaso Mansi",2016-09-20,2017-05-07,2020-04-07,2020-04-07,https://patents.google.com/patent/US10610302B2/en,https://patentimages.storage.googleapis.com/11/81/85/acfe74f72ed0e4/US10610302-20200407-D00000.png
US-10061578-B2,US,System and method of configuring a data store for tracking and auditing real-time events across different software development tools in agile development environments ,Fmr Llc,"Deborah WALSH, Richard BUGG, John McDonough",2016-08-10,2016-10-08,2018-08-28,2018-08-28,https://patents.google.com/patent/US10061578B2/en,https://patentimages.storage.googleapis.com/20/1d/c3/92200a0b5d74b7/US10061578-20180828-D00000.png
JP-6983328-B2,JP,Features Unsupervised cross-domain distance metric adaptation by forwarding network ,"エヌイーシー ラボラトリーズ アメリカ インクNEC Laboratories America, Inc., エヌイーシー ラボラトリーズ アメリカ インク","キヒョク ソン、, マンモハン チャンドラカー、, シアン ユ、",2018-05-16,2019-07-05,2021-12-17,2021-12-17,https://patents.google.com/patent/JP6983328B2/en,https://patentimages.storage.googleapis.com/28/71/45/550fd8946b61df/0006983328-10.png
US-11915380-B2,US,Method for animating clothes fitting ,"Perfitly, Llc.","Dave Sharma, Kash Vyas, Navin Rao",2018-10-19,2019-10-10,2024-02-27,2024-02-27,https://patents.google.com/patent/US11915380B2/en,https://patentimages.storage.googleapis.com/13/f3/9e/a7aef985053b1e/US11915380-20240227-D00000.png
CN-107331051-B,CN,Unattended mobile retail store system and retail method ,李大宁,李大宁,2017-07-05,2017-05-07,2021-02-19,2021-02-19,https://patents.google.com/patent/CN107331051B/en,https://patentimages.storage.googleapis.com/42/78/2b/5607ee44aba038/HDA0001342035980000011.png
US-10602331-B2,US,"Inter-vehicle communication system, vehicle system, vehicle illumination system and vehicle ","Koito Manufacturing Co., Ltd.","Naoki Takii, Misako KAMIYA, Toshihiko Kurebayashi, Masaaki Nakabayashi",2018-01-11,2019-10-01,2020-03-24,2020-03-24,https://patents.google.com/patent/US10602331B2/en,https://patentimages.storage.googleapis.com/a2/f8/3c/01aaba6c6746e9/US10602331-20200324-D00000.png
JP-7538806-B2,JP,A lightweight and low-power cross-reality device with high temporal resolution ,マジック リープ， インコーポレイテッド,"マルティン ゲオルク ツァーネアト，, アレクサンデル イリッチ，",2019-02-07,2020-07-02,2024-08-22,2024-08-22,https://patents.google.com/patent/JP7538806B2/en,https://patentimages.storage.googleapis.com/02/65/d5/92dd104bdb6eca/0007538806000002.png
US-11790112-B1,US,Systems and methods of identity protection and management ,"Consumerinfo.Com, Inc.","Michael Burger, Mark Joseph Kapczynski",2011-09-16,2021-01-07,2023-10-17,2023-10-17,https://patents.google.com/patent/US11790112B1/en,https://patentimages.storage.googleapis.com/7b/8d/65/12cca6b4dac468/US11790112-20231017-D00000.png
US-11488897-B2,US,Integrated circuit package and method ,"Taiwan Semiconductor Manufacturing Company, Ltd.","Chi-Hui Lai, Shu-Rong Chun, Kuo Lung Pan, Tin-Hao Kuo, Hao-Yi Tsai, Chung-Shi Liu, Chen-Hua Yu",2019-01-30,2021-12-04,2022-11-01,2022-11-01,https://patents.google.com/patent/US11488897B2/en,https://patentimages.storage.googleapis.com/d0/ca/ac/a058a77c6ee289/US11488897-20221101-D00000.png
CN-109753047-B,CN,System and method for autonomous vehicle behavior control and advanced controller ,通用汽车环球科技运作有限责任公司,"P·帕拉尼萨梅, M·J·休伯, U·P·穆达里格",2017-11-08,2018-01-11,2021-11-09,2021-11-09,https://patents.google.com/patent/CN109753047B/en,https://patentimages.storage.googleapis.com/f2/01/5d/d59061e9028e64/HDA0001850742560000011.png
US-11361561-B2,US,Automated analysis of cellular samples having intermixing of analytically distinct patterns of analyte staining ,"Ventana Medical Systems, Inc.","Christophe Chefd'hotel, Kien Nguyen",2015-09-02,2020-08-07,2022-06-14,2022-06-14,https://patents.google.com/patent/US11361561B2/en,https://patentimages.storage.googleapis.com/49/7d/c7/7d5347dd0063ee/US11361561-20220614-D00000.png
CN-109840504-B,CN,"Article taking and placing behavior identification method and device, storage medium and equipment ",腾讯科技（深圳）有限公司,"李习华, 高斌斌, 贾佳亚, 戴宇荣, 沈小勇",2019-02-01,2019-01-02,2022-11-25,2022-11-25,https://patents.google.com/patent/CN109840504B/en,https://patentimages.storage.googleapis.com/d7/b0/6c/60eeb32b4a8415/HDA0001966066990000011.png
US-10431258-B2,US,Apparatus and methods for embedding metadata into video stream ,"Gopro, Inc.",David Newman,2015-10-22,2018-07-02,2019-10-01,2019-10-01,https://patents.google.com/patent/US10431258B2/en,https://patentimages.storage.googleapis.com/b9/26/4b/bf96967a8831f9/US10431258-20191001-D00000.png
CN-111199727-B,CN,"Speech recognition model training method, system, mobile terminal and storage medium ",厦门快商通科技股份有限公司,"徐敏, 肖龙源, 李稀敏, 蔡振华, 刘晓葳, 谭玉坤",2020-01-09,2020-09-01,2022-12-06,2022-12-06,https://patents.google.com/patent/CN111199727B/en,https://patentimages.storage.googleapis.com/7b/15/8d/a8f20e53459a6a/HDA0002360654830000011.png
US-10244410-B2,US,Tail optimization protocol for cellular radio resource allocation ,"At&T Intellectual Property I, L.P.","Alexandre Gerber, Zhuoqing Mao, Feng Qian, Subhabrata Sen, Oliver Spatscheck, Zhaoguang Wang",2010-08-31,2016-10-06,2019-03-26,2019-03-26,https://patents.google.com/patent/US10244410B2/en,https://patentimages.storage.googleapis.com/07/53/aa/311683aab8d20e/US10244410-20190326-D00000.png
US-11687098-B2,US,Vehicle altitude restrictions and control ,"SZ DJI Technology Co., Ltd.","Xingyu Zhang, Ketan Tang, Cong Zhao",2014-12-31,2021-01-11,2023-06-27,2023-06-27,https://patents.google.com/patent/US11687098B2/en,https://patentimages.storage.googleapis.com/52/2b/a2/9d110c69dc6a97/US11687098-20230627-D00000.png
US-10409700-B2,US,Flexible configuration and control of a testing system ,International Business Machines Corporation,"H. Eberhard Lange, Klaus Theurich",2015-06-23,2017-12-07,2019-09-10,2019-09-10,https://patents.google.com/patent/US10409700B2/en,https://patentimages.storage.googleapis.com/a8/d1/ee/f6bc0a6f55d6c9/US10409700-20190910-D00000.png
CN-106657394-B,CN,Equipment information acquisition system and method based on Internet of things big data ,浪潮软件科技有限公司,"李铁军, 尹祎, 徐兵兵",2017-02-10,2017-10-02,2020-06-05,2020-06-05,https://patents.google.com/patent/CN106657394B/en,https://patentimages.storage.googleapis.com/3e/c4/8c/c17368b629f5f5/170210164143.png
US-10545058-B2,US,Pressure sensing apparatuses and methods ,The Board Of Trustees Of The Leland Stanford Junior University,"Zhenan Bao, Stefan Christian Bernhardt Mannsfeld, Jason Locklin, Chee-Keong Tee",2010-09-10,2016-07-03,2020-01-28,2020-01-28,https://patents.google.com/patent/US10545058B2/en,https://patentimages.storage.googleapis.com/a9/80/d7/51968ea9cfc1ee/US10545058-20200128-D00000.png
US-9956963-B2,US,"Apparatus for assessing, predicting, and responding to driver fatigue and drowsiness levels ",GM Global Technology Operations LLC,"Vivek Vijaya Kumar, Donald K. Grimm, Raymond J. Kiefer",2016-06-08,2016-08-06,2018-05-01,2018-05-01,https://patents.google.com/patent/US9956963B2/en,https://patentimages.storage.googleapis.com/35/f3/7e/a0fbbb325c822b/US09956963-20180501-D00000.png
US-10155587-B1,US,Unmanned aerial vehicle system and method for use ,Rujing Tang,Rujing Tang,2015-09-25,2016-11-02,2018-12-18,2018-12-18,https://patents.google.com/patent/US10155587B1/en,https://patentimages.storage.googleapis.com/1a/cf/fc/28bafac9de67ff/US10155587-20181218-D00000.png
US-11826163-B2,US,"Systems, methods and devices for achieving glycemic balance ","Hygieia, Inc.","Eran Bashan, Israel Hodish",2008-04-04,2020-01-07,2023-11-28,2023-11-28,https://patents.google.com/patent/US11826163B2/en,https://patentimages.storage.googleapis.com/0a/63/14/bffb1967f587fb/US11826163-20231128-D00001.png
